source_url,name,pk_unique_id,mongo_db,specialties,procedure,equipment,capability,organization_type,content_table_id,phone_numbers,email,websites,officialWebsite,yearEstablished,acceptsVolunteers,facebookLink,twitterLink,linkedinLink,instagramLink,logo,address_line1,address_line2,address_line3,address_city,address_stateOrRegion,address_zipOrPostcode,address_country,address_countryCode,countries,missionStatement,missionStatementLink,organizationDescription,facilityTypeId,operatorTypeId,affiliationTypeIds,description,area,numberDoctors,capacity,unique_id,latitude,longitude,emergency_services,hospital_overall_rating,mortality_national_comparison,safety_of_care_national_comparison,readmission_national_comparison,patient_experience_national_comparison,effectiveness_of_care_national_comparison,timeliness_of_care_national_comparison,efficient_use_of_medical_imaging_national_comparison
https://data.cms.gov/provider-data/dataset/xubh-q36u,"24 ON PHYSICIANS OF CALIFORNIA, P.C.",1730570565,,,,,Hospitalist,,,559-791-3880,,,,,,,,,,,465 W PUTNAM AVE,,,PORTERVILLE,CA,932573320,United States,US,US,,,,Hospitalist,,,,,50,,1730570565,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,90265 MEDICAL GROUP INC.,1487140935,,,,,"Family Medicine, Addiction Medicine",,,310-341-0188,,,,,,,,,,,23661 PACIFIC COAST HIGHWAY,,,MALIBU,CA,90265,United States,US,US,,,,"Family Medicine, Addiction Medicine",,,,,50,,1487140935,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,ABDULLAH KHALID MD,1750135349,,,,,Internal Medicine,,,209-464-6422,,,,,,,,,,,1801 E MARCH LN STE C300,,,STOCKTON,CA,952106657,United States,US,US,,,,Internal Medicine,,,,,50,,1750135349,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,ABOSHADY IN PATIENT SERVICES INC,1528585239,,,,,Hospitalist,,,928-854-9603,,,,,,,,,,,3751 KATELLA AVE,,,LOS ALAMITOS,CA,907203113,United States,US,US,,,,Hospitalist,,,,,50,,1528585239,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,ACADEMIC HOSPITALISTS MANAGEMENT GROUP INC,1750740742,,,,,Hospitalist,,,626-397-3030,,,,,,,,,,,50 BELLEFONTAINE ST,,,PASADENA,CA,911053132,United States,US,US,,,,Hospitalist,,,,,50,,1750740742,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,ACCESS MEDICAL ASSOCIATES,1891238820,,,,,Hospitalist,,,559-280-8972,,,,,,,,,,,4046 S DEMAREE ST,,,VISALIA,CA,932779476,United States,US,US,,,,Hospitalist,,,,,50,,1891238820,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,ACHIEVE MEDICAL GROUP INC,1639507247,,,,,Hospitalist,,,949-349-9264,,,,,,,,,,,16200 SAND CANYON AVE,,,IRVINE,CA,926183714,United States,US,US,,,,Hospitalist,,,,,50,,1639507247,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"ACUTE BEHAVIORAL MEDICAL GROUP OF CALIFORNIA, INC.",1124741095,,,,,Family Medicine,,,408-559-2011,,,,,,,,,,,2425 SAMARITAN DR,,,SAN JOSE,CA,951243908,United States,US,US,,,,Family Medicine,,,,,50,,1124741095,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"ACUTE CARE ASSOCIATES, INC",1841387214,,,,,"Internal Medicine, Pulmonary Disease",,,858-379-1391,,,,,,,,,,,354 SANTA FE DR,,,ENCINITAS,CA,920245142,United States,US,US,,,,"Internal Medicine, Pulmonary Disease",,,,,50,,1841387214,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,ACUTE MEDICAL PROVIDERS - INPATIENT INC.,1679080311,,,,,Hospitalist,,,707-963-3611,,,,,,,,,,,10 WOODLAND RD,,,SAINT HELENA,CA,945749554,United States,US,US,,,,Hospitalist,,,,,50,,1679080311,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,ADAM RAJOULH M.D.,1487350575,,,,,Hospitalist,,,313-421-0602,,,,,,,,,,,3320 KAWEAH AVE,,,CLOVIS,CA,936193903,United States,US,US,,,,Hospitalist,,,,,50,,1487350575,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,ADAM RAJOULH MD CORP,1871294348,,,,,Hospitalist,,,559-324-4000,,,,,,,,,,,2755 HERNDON AVE,,,CLOVIS,CA,93611,United States,US,US,,,,Hospitalist,,,,,50,,1871294348,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"ADDICTION CENTERS OF EXCELLENCE, INC.",1518644608,,,,,Social Worker,,,877-223-7669,,,,,,,,,,,3812 SUNDANCE LAKE CT,,,MODESTO,CA,953557309,United States,US,US,,,,Social Worker,,,,,50,,1518644608,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,ADEEB KIDNEY CARE INC,1679934368,,,,,Internal Medicine,,,626-486-2678,,,,,,,,,,,50 ALESSANDRO PL,,,PASADENA,CA,911053149,United States,US,US,,,,Internal Medicine,,,,,50,,1679934368,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,ADVANCED CARE MULTISPECIALTY MEDICAL GROUP APC,1164041422,,,,,"Internal Medicine, Nephrology",,,805-497-7775,,,,,,,,,,,325 ROLLING OAKS DR STE 130,,,THOUSAND OAKS,CA,913611286,United States,US,US,,,,"Internal Medicine, Nephrology",,,,,50,,1164041422,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"ACS PRIMARY ADMITTING PROVIDERS, P.A.",1104197193,,,,,Emergency Medicine,,,925-924-1600,,,,,,,,,,,11800 ASTORIA BLVD,,,HOUSTON,TX,770896041,United States,US,US,,,,Emergency Medicine,,,,,50,,1104197193,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"ACS PRIMARY CARE PHYSICIANS SOUTHWEST, PA",1538101019,,,,,"Pediatrics, Pediatric Emergency Medicine",,,925-924-1600,,,,,,,,,,,1900 HOSPITAL BLVD,,,GAINESVILLE,TX,762402002,United States,US,US,,,,"Pediatrics, Pediatric Emergency Medicine",,,,,50,,1538101019,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,24 ON PHYSICIANS PC,1649393877,,,,,Hospitalist,,,940-764-3983,,,,,,,,,,,1600 11TH ST,,,WICHITA FALLS,TX,763014300,United States,US,US,,,,Hospitalist,,,,,50,,1649393877,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"4 YOUR HEALTH MA, LLC",1194177246,,,,,Hospitalist,,,210-482-0047,,,,,,,,,,,18866 STONE OAK PKWY,,,SAN ANTONIO,TX,782584180,United States,US,US,,,,Hospitalist,,,,,50,,1194177246,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,AA HEALTH PLLC,1659992568,,,,,Hospitalist,,,713-820-0996,,,,,,,,,,,23119 W INTERSTATE 10 BLDG 904,,,SAN ANTONIO,TX,782571767,United States,US,US,,,,Hospitalist,,,,,50,,1659992568,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"AALIYA I AMER,MD PA",1417243478,,,,,Hospitalist,,,281-313-0100,,,,,,,,,,,6514 HIGHWAY 90A STE 100,,,SUGAR LAND,TX,774982120,United States,US,US,,,,Hospitalist,,,,,50,,1417243478,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"ACS PRIMARY ADMITTING PROVIDERS, P.A.",1104197193,,,,,Emergency Medicine,,,925-924-1600,,,,,,,,,,,11800 ASTORIA BLVD,,,HOUSTON,TX,770896041,United States,US,US,,,,Emergency Medicine,,,,,50,,1104197193,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"ACS PRIMARY CARE PHYSICIANS SOUTHWEST, PA",1538101019,,,,,"Pediatrics, Pediatric Emergency Medicine",,,925-924-1600,,,,,,,,,,,1900 HOSPITAL BLVD,,,GAINESVILLE,TX,762402002,United States,US,US,,,,"Pediatrics, Pediatric Emergency Medicine",,,,,50,,1538101019,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"ADNAN YOUSUF, M.D., P.A.",1821395567,,,,,General Practice,,,713-520-9800,,,,,,,,,,,1200 BINZ ST STE 500,,,HOUSTON,TX,770046934,United States,US,US,,,,General Practice,,,,,50,,1821395567,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,ADYA PHYSICIAN SERVICES PLLC,1902354152,,,,,Hospitalist,,,210-374-8016,,,,,,,,,,,1806 ESTONIA CV,,,SAN ANTONIO,TX,782515015,United States,US,US,,,,Hospitalist,,,,,50,,1902354152,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,AGRX MANAGEMENT & CONSULTING PA,1427665512,,,,,Family Medicine,,,575-322-2032,,,,,,,,,,,2000 TRANSMOUNTAIN RD,,,EL PASO,TX,799113601,United States,US,US,,,,Family Medicine,,,,,50,,1427665512,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"AHA OF TEXAS, LLC",1366247819,,,,,Internal Medicine,,,832-626-3366,,,,,,,,,,,6306 GULFTON ST STE 203,,,HOUSTON,TX,770811117,United States,US,US,,,,Internal Medicine,,,,,50,,1366247819,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,AIMERGENCY CONNECT CARE,1508546755,,,,,Family Medicine,,,561-231-0536,,,,,,,,,,,613 S HIGHWAY 78 STE 200,,,WYLIE,TX,750985525,United States,US,US,,,,Family Medicine,,,,,50,,1508546755,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,ALAMO CITY POST ACUTE PLLC,1013534072,,,,,Hospitalist,,,210-419-3042,,,,,,,,,,,10127 HUEBNER RD,,,SAN ANTONIO,TX,78240,United States,US,US,,,,Hospitalist,,,,,50,,1013534072,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"ALAMO PHYSICIAN SERVICES, PLLC",1154987121,,,,,Hospitalist,,,210-753-0744,,,,,,,,,,,5460 BABCOCK RD STE 120-C,,,SAN ANTONIO,TX,782403901,United States,US,US,,,,Hospitalist,,,,,50,,1154987121,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"CANDLELIT MEDICAL CARE OF NEW YORK, P.C.",1538901939,,,,,Health & Wellness Coach,,,212-523-4000,,,,,,,,,,,1000 10TH AVE,,,NEW YORK,NY,100191147,United States,US,US,,,,Health & Wellness Coach,,,,,50,,1538901939,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,24 ON PHYSICIANS PC,1578781787,,,,,Hospitalist,,,770-740-0895,,,,,,,,,,,327 BEACH 19TH ST,,,FAR ROCKAWAY,NY,116914423,United States,US,US,,,,Hospitalist,,,,,50,,1578781787,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,ADIRONDACK MEDICAL CENTER,1487183174,,,,,Internal Medicine,,,518-897-2479,,,,,,,,,,,2233 STATE ROUTE 86,,,SARANAC LAKE,NY,129835644,United States,US,US,,,,Internal Medicine,,,,,50,,1487183174,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"ALEXANDRE SCHEER, MD, PC",1770968505,,,,,Chiropractor,,,212-714-1004,,,,,,,,,,,38 W 32ND ST,,,NEW YORK,NY,100013816,United States,US,US,,,,Chiropractor,,,,,50,,1770968505,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,ALLWELL HEALTH MEDICAL PC,1427822196,,,,,Hospitalist,,,718-878-6920,,,,,,,,,,,4161 KISSENA BLVD STE C,,,FLUSHING,NY,113553105,United States,US,US,,,,Hospitalist,,,,,50,,1427822196,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"ANTHEM MEDICAL HEALTHCARE, PC",1417276098,,,,,Emergency Medicine,,,631-477-5466,,,,,,,,,,,201 MANOR PL,,,GREENPORT,NY,119441222,United States,US,US,,,,Emergency Medicine,,,,,50,,1417276098,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"APEX MEDICAL CARE, P.C.",1902013626,,,,,Hospitalist,,,516-607-4753,,,,,,,,,,,303 FAIRWAY DR,,,FARMINGDALE,NY,117352128,United States,US,US,,,,Hospitalist,,,,,50,,1902013626,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,ASSOCIATED HOSPITALISTS OF CROUSE LLC,1962405241,,,,,Hospitalist,,,315-470-8837,,,,,,,,,,,736 IRVING AVE,,,SYRACUSE,NY,132101687,United States,US,US,,,,Hospitalist,,,,,50,,1962405241,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,AUBURN COMMUNITY HOSPITAL,1962721373,,,,,"Psychiatry & Neurology, Psychiatry",,,315-255-7438,,,,,,,,,,,17 LANSING ST,,,AUBURN,NY,130211983,United States,US,US,,,,"Psychiatry & Neurology, Psychiatry",,,,,50,,1962721373,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,AURELIA OSBORN FOX MEMORIAL HOSPITAL,1285861740,,,,,Internal Medicine,,,607-431-5305,,,,,,,,,,,1 NORTON AVE,,,ONEONTA,NY,138202629,United States,US,US,,,,Internal Medicine,,,,,50,,1285861740,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,AURELIA OSBORN FOX MEMORIAL HOSPITAL - HOSPITALISTS,1144586884,,,,,Hospitalist,,,607-432-2000,,,,,,,,,,,1 NORTON AVE,,,ONEONTA,NY,138202629,United States,US,US,,,,Hospitalist,,,,,50,,1144586884,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"AURORA HOSPITALIST, PC",1124069844,,,,,Hospitalist,,,518-383-5450,,,,,,,,,,,565 ABBOTT RD,,,BUFFALO,NY,142202039,United States,US,US,,,,Hospitalist,,,,,50,,1124069844,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,BETH ISRAEL MEDICAL CENTER - PROFESSIONAL SERVICES,1659560175,,,,,Allergy & Immunology,,,212-420-2000,,,,,,,,,,,10 NATHAN D PERLMAN PL,,,NEW YORK,NY,100033851,United States,US,US,,,,Allergy & Immunology,,,,,50,,1659560175,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"BREITBECK PHYSICIAN MEDICINE SERVICES, PC",1205486669,,,,,Physician Assistant,,,845-858-7000,,,,,,,,,,,160 E MAIN ST,,,PORT JERVIS,NY,127712114,United States,US,US,,,,Physician Assistant,,,,,50,,1205486669,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,BRONXCARE HEALTH SYSTEM,1194060418,,,,,Allergy & Immunology,,,718-901-8918,,,,,,,,,,,1650 GRAND CONCOURSE,,,BRONX,NY,10457,United States,US,US,,,,Allergy & Immunology,,,,,50,,1194060418,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,CEP AMERICA-ILLINOIS HOSPITALISTS,1174022362,,,,,Internal Medicine,,,217-347-1211,,,,,,,,,,,503 N MAPLE ST,,,EFFINGHAM,IL,624012006,United States,US,US,,,,Internal Medicine,,,,,50,,1174022362,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,CEP AMERICA-ILLINOIS HOSPITALISTS,1669276523,,,,,Hospitalist,,,309-662-3311,,,,,,,,,,,2200 E WASHINGTON ST,,,BLOOMINGTON,IL,617014364,United States,US,US,,,,Hospitalist,,,,,50,,1669276523,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"CEP AMERICA-ILLINOIS HOSPITALISTS, LLP",1639678790,,,,,Internal Medicine,,,618-526-4511,,,,,,,,,,,9515 HOLY CROSS LN,,,BREESE,IL,622303618,United States,US,US,,,,Internal Medicine,,,,,50,,1639678790,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"CEP AMERICA-ILLINOIS HOSPITALISTS, LLP",1720587918,,,,,Internal Medicine,,,618-234-2120,,,,,,,,,,,1 SAINT ELIZABETH BLVD,,,O FALLON,IL,622691099,United States,US,US,,,,Internal Medicine,,,,,50,,1720587918,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"CEP AMERICA-ILLINOIS HOSPITALISTS, LLP",1023517935,,,,,Internal Medicine,,,618-664-1230,,,,,,,,,,,200 HEALTH CARE DR,,,GREENVILLE,IL,622461154,United States,US,US,,,,Internal Medicine,,,,,50,,1023517935,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"CEP AMERICA-ILLINOIS HOSPITALISTS, LLP",1972002871,,,,,Internal Medicine,,,618-651-2600,,,,,,,,,,,12866 TROXLER AVE,,,HIGHLAND,IL,622492806,United States,US,US,,,,Internal Medicine,,,,,50,,1972002871,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,FIRST DOCS PC,1417655465,,,,,Hospitalist,,,702-762-2485,,,,,,,,,,,1525 OXFORD LN,,,NAPERVILLE,IL,605651511,United States,US,US,,,,Hospitalist,,,,,50,,1417655465,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"HOSPITAL CARE CONSULTANTS OF GALESBURG, INC",1801242474,,,,,Hospitalist,,,309-343-8131,,,,,,,,,,,695 N KELLOGG ST,,,GALESBURG,IL,614012807,United States,US,US,,,,Hospitalist,,,,,50,,1801242474,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,HOSPITAL CARE CONSULTANTS OF SANDWICH LLC,1699093674,,,,,Hospitalist,,,815-786-8484,,,,,,,,,,,11 E PLEASANT AVE,,,SANDWICH,IL,605481100,United States,US,US,,,,Hospitalist,,,,,50,,1699093674,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"CS PACS 3 IL, S.C.",1598577124,,,,,Physician Assistant,,,847-692-5600,,,,,,,,,,,1001 N GREENWOOD AVE,,,PARK RIDGE,IL,600682054,United States,US,US,,,,Physician Assistant,,,,,50,,1598577124,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,FIRST DOCS PC,1417655465,,,,,Hospitalist,,,702-762-2485,,,,,,,,,,,1525 OXFORD LN,,,NAPERVILLE,IL,605651511,United States,US,US,,,,Hospitalist,,,,,50,,1417655465,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"24 ON PHYSICIANS, P.C.",1346480431,,,,,Hospitalist,,,815-431-5380,,,,,,,,,,,1100 E NORRIS DR,,,OTTAWA,IL,613501604,United States,US,US,,,,Hospitalist,,,,,50,,1346480431,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,A.M. HEALTHCARE INC,1780128231,,,,,Hospitalist,,,773-454-9921,,,,,,,,,,,17 E 22ND PL,,,STERLING,IL,610811263,United States,US,US,,,,Hospitalist,,,,,50,,1780128231,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"ABBASI SCHAINKER PHYSICIAN NETWORK, LLC",1932620333,,,,,Hospitalist,,,708-763-1222,,,,,,,,,,,3 ERIE CT STE L700,,,OAK PARK,IL,60302,United States,US,US,,,,Hospitalist,,,,,50,,1932620333,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"ACCESS HOSPITALISTS, LLC",1932431137,,,,,Hospitalist,,,866-727-4612,,,,,,,,,,,800 BIESTERFIELD ROAD,,,ELK GROVE VILLAGE,IL,600073397,United States,US,US,,,,Hospitalist,,,,,50,,1932431137,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,GALEN INPATIENT PHYSICIANS PC,1336946904,,,,,Hospitalist,,,850-769-1511,,,,,,,,,,,615 N BONITA AVE,,,PANAMA CITY,FL,324013623,United States,US,US,,,,Hospitalist,,,,,50,,1336946904,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,GALEN INPATIENT PHYSICIANS PC,1225816069,,,,,Hospitalist,,,850-278-3000,,,,,,,,,,,7800 US HIGHWAY 98 W,,,MIRAMAR BEACH,FL,325507228,United States,US,US,,,,Hospitalist,,,,,50,,1225816069,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,GALEN INPATIENT PHYSICIANS PC,1205614336,,,,,Hospitalist,,,850-416-7000,,,,,,,,,,,5151 N 9TH AVE,,,PENSACOLA,FL,325048721,United States,US,US,,,,Hospitalist,,,,,50,,1205614336,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,ALPATA INPATIENT SERVICES LLC,1366677973,,,,,Internal Medicine,,,214-712-2000,,,,,,,,,,,340 NW COMMERCE DR,,,LAKE CITY,FL,320554709,United States,US,US,,,,Internal Medicine,,,,,50,,1366677973,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"ATLANTIC ISLES INPATIENT SERVICES,LLC.",1205109063,,,,,Physician Assistant,,,973-251-1132,,,,,,,,,,,1800 SE TIFFANY AVE,,,PORT ST LUCIE,FL,349527521,United States,US,US,,,,Physician Assistant,,,,,50,,1205109063,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"BAY COUNTY INPATIENT SERVICES, LLC",1194162354,,,,,Hospitalist,,,850-769-8341,,,,,,,,,,,449 W 23RD ST,,,PANAMA CITY,FL,324054507,United States,US,US,,,,Hospitalist,,,,,50,,1194162354,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,BAY SOUND INPATIENT SERVICES LLC,1598034811,,,,,Hospitalist,,,727-341-4870,,,,,,,,,,,6500 38TH AVE N,,,ST PETERSBURG,FL,337101629,United States,US,US,,,,Hospitalist,,,,,50,,1598034811,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,CABBAGE PALM INPATIENT SERVICES LLC,1134499932,,,,,Hospitalist,,,727-588-5222,,,,,,,,,,,201 14TH ST SW,,,LARGO,FL,337703133,United States,US,US,,,,Hospitalist,,,,,50,,1134499932,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,FLATWOODS INPATIENT SERVICES LLC,1700237005,,,,,Physician Assistant,,,469-401-2386,,,,,,,,,,,8300 RED BUG LAKE RD,,,OVIEDO,FL,327656801,United States,US,US,,,,Physician Assistant,,,,,50,,1700237005,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,GREAR HOPE INPATIENT SERVICES LLC,1649557182,,,,,Physician Assistant,,,352-596-6632,,,,,,,,,,,11375 CORTEZ BLVD,,,BROOKSVILLE,FL,346135409,United States,US,US,,,,Physician Assistant,,,,,50,,1649557182,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,HHA ASSOCIATES LLC,1265073159,,,,,Hospitalist,,,877-832-2652,,,,,,,,,,,4960 SW 72ND AVE STE 301,,,MIAMI,FL,331555549,United States,US,US,,,,Hospitalist,,,,,50,,1265073159,,,,,,,,,,,
https://data.cms.gov/provider-data/dataset/xubh-q36u,"HNI HOSPITAL SERVICES OF FLORIDA, LLC",1144851411,,,,,Physician Assistant,,,440-542-5000,,,,,,,,,,,4201 BELFORT RD,,,JACKSONVILLE,FL,322161431,United States,US,US,,,,Physician Assistant,,,,,50,,1144851411,,,,,,,,,,,
